title,year,doi,citations,abstract,concepts,authors,references,open_access,source,grants,stylometry_score,citation_percentile,norm_citations,norm_stylometry,importance_score
Authorship attribution of Morsi Gameel Aziz’s lyrics: A clustering-based stylometry approach,2021,https://doi.org/10.52462/jlls.36,2,"Numerous studies have addressed the issue of the authorship of Morsi Gameel Azizâ€™s lyrics. These studies have traditionally been based on chronological criteria for determining the real authors of disputed lyrics. To date, there is no agreement on the real authors of these disputed lyrics. This can mainly be attributed to both selectivity and the lack of empirical evidence in such studies, raising questions about the reliability of such approaches. With the advent of machine learning systems and data mining techniques, it is now possible to process thousands of texts using replicable methods. Thus, this study seeks to address the issue of the authorship of Morsi Gameel Azizâ€™s lyrics making use of these advances by applying a clustering-based stylometry approach. The hypothesis is that lyrics grouped or clustered together are more likely to be written by the same poet. A corpus of 1,089 lyrics was built, including all known lyrics attributed to Aziz and the lyrics of the poets thought to be the real authors of the disputed lyrics. The lyrics were clustered using the Gibbs sampling Dirichlet multinomial mixture (GSDMM) technique, and were assigned to 4 main classes, with the 12 disputed lyrics clustered within Azizâ€™s class. Based on this, it is clear that the GSDMM model is effective and reliable in clustering short documents in Arabic. The results of the study show that machine learning systems and stylometric authorship techniques can be used in resolving many authorship questions that remain controversial and unanswered in Arabic literature.","['Lyrics', 'Stylometry', 'Linguistics', 'Psychology', 'Computer science', 'Natural language processing', 'Literature', 'Philosophy', 'Art']",['Abdulfattah Omar'],59,True,Journal of Language and Linguistic Studies,[],3,37.51628063108426,2.6309904363497638e-05,1.0,0.3000184169330544
Ranking Attribution: A Novel Method for Stylometric Authorship Identification,2018,https://doi.org/10.14569/ijacsa.2018.090709,1,"Stylometric Authorship attribution is one of the essential approaches in the text mining. The present research endorses a Stylometric method called Stylometric Authorship Ranking Attribution (SARA) overcomes the usual problems which are processing time and accurate prediction results, without any human opinion that relays on the domain expert. This new method also uses the most effective attributes used in the Stylometric authorship prediction frequent word bag counts, whether it was frequent single, pair or trio words attributes, which are the most successful attributes in Stylometric prediction, having more alibi for author artistic writing style for our authorship recognition and prediction proposed technique. The experiments show that the proposed method produces superior prediction accuracy and even provides a completely correct result at the final stage of our experimental tests regarding the dataset scope.","['Computer science', 'Authorship attribution', 'Ranking (information retrieval)', 'Artificial intelligence', 'Identification (biology)', 'Stylometry', 'Domain (mathematical analysis)', 'Writing style', 'Scope (computer science)', 'Natural language processing', 'Information retrieval', 'Alibi', 'Machine learning', 'Mathematical analysis', 'Linguistics', 'Philosophy', 'Botany', 'Mathematics', 'Political science', 'Law', 'Biology', 'Programming language']","['Marwa Taha Jamil', 'Tareef']",13,True,International Journal of Advanced Computer Science and Applications,[],3,30.423967774420944,1.3154952181748819e-05,1.0,0.30000920846652723
Authorship Attribution of Short Historical Arabic Texts using Stylometric Features and a KNN Classifier with Limited Training Data,2020,https://doi.org/10.3844/jcssp.2020.1334.1345,1,"Authorship Attribution (AA) is a task that aims to recognize the authorship of unknown texts based on writing style. Out of the various approaches to solve the AA problem, Stylometry is a promising one. This paper explores the use of a K-Nearest Neighbor (KNN) classifier combined with stylometry features to perform AA. This study indicates the robustness of KNN in performing AA on short historical Arabic texts written by different authors. To classify the texts according to the author, KNN was trained with a set of stylometry features including rare words, count characters and 2-, 3- and 4-grams character levels. Various feature set sizes ranging from 34 to 2000 were tested in the experiment. The experiments were conducted on limited training data with datasets consisting of 3 short texts per the author’s book. This method proved to be at least as effective as Information Gain (IG) when selecting the most significant n-grams. Moreover, the KNN classifier achieved high accuracy results with the best classification accuracy of up to 90%, except for the 5-KK using the 4-gram character level. This work contributes towards utilizing KNN for identifying the distinctive stylometry feature for robust AA identification in short historical Arabic texts.","['Stylometry', 'Computer science', 'Authorship attribution', 'Artificial intelligence', 'Classifier (UML)', 'Training set', 'Arabic', 'Natural language processing', 'Pattern recognition (psychology)', 'Writing style', 'k-nearest neighbors algorithm', 'Linguistics', 'Philosophy']","['Fatma Howedi', 'Masnizah Mohd', 'Zahra Aborawi Aborawi', 'Salah A. Jowan']",39,True,Journal of Computer Science,[],3,30.423967774420944,1.3154952181748819e-05,1.0,0.30000920846652723
State of the Art in Authorship Attribution With Impact Analysis of Stylometric Features on Style Breach Prediction,2022,https://doi.org/10.4018/jcit.296716,1,"The most influential research was studied that spans over the domains from Authorship attribution and stylometry. The reference material contributes robust classifiers with reasonable array of feature extraction techniques, such as Dirichlet–multinomial change point regression to extract the progress of inscription elegance with time, comprising plodding variations in stylishness as the author ages and unexpected vicissitudes. This paper presents quantifiable evaluation of the research in terms of year-wise research output, diversity of applications, nature of collaboration, characteristics of highly productive techniques and the benchmark of performance criteria by eminent high impact researchers. The outcomes of this study can by deployed for dialectology analysis and corpus linguistics, stylistics, natural language processing, classification, and literary and historical analysis, forensic analysis etc.","['Stylometry', 'Authorship attribution', 'Attribution', 'Style (visual arts)', 'Writing style', 'Computer science', 'Stylistics', 'Benchmark (surveying)', 'Diversity (politics)', 'Natural language processing', 'Artificial intelligence', 'Data science', 'Linguistics', 'Psychology', 'Art', 'Literature', 'Social psychology', 'Political science', 'Law', 'Geography', 'Cartography', 'Philosophy']","['Rajesh S. Prasad', 'Midhun Chakkaravarthy']",29,True,Journal of Cases on Information Technology,[],3,30.423967774420944,1.3154952181748819e-05,1.0,0.30000920846652723
Stylometry and Automatic Attribution of Medieval Liturgical Monodies,2018,https://doi.org/10.4000/ijcol.518,0,"While automatic attribution of literary text as well as stylometry evaluation are nowadays well-established research areas, much less has been done in the field of musicology. Here we present the results of the implementation of an automatic stylometric attribution technique to a corpus of liturgical monodies of medieval origin (the so-called Gregorian Chant, Old Roman Chant and Ambrosian Chant). The 'unidimensional' nature of the musical repertoires investigated (rhythm-free melody without accompaniment) allows the adoption of a known method based on a pseudo-distance between frequency-vectors of n-gram of consecutive symbols. Finally, we show that some specific features of musicological interest inside the three liturgical families can be naturally extracted using a statistical analysis of n-gram distributions. The results presented show that a quantitative approach is well suited to support and accompany the investigation of refined problems in musicology.","['Stylometry', 'Authorship attribution', 'Attribution', 'Art', 'Natural language processing', 'Psychology', 'Computer science', 'Social psychology']","['Francesco Unguendoli', 'Giampaolo Cristadoro', 'Marco Beghelli']",6,True,Italian Journal of Computational Linguistics,[],3,13.026854649211145,0.0,1.0,0.3
"Self-determination theory and the facilitation of intrinsic motivation, social development, and well-being.",2000,https://doi.org/10.1037/0003-066x.55.1.68,28813,,"['Facilitation', 'Psychology', 'Self-determination theory', 'Intrinsic motivation', 'Social facilitation', 'Goal theory', 'Social psychology', 'Cognitive evaluation theory', 'Cognitive psychology', 'Developmental psychology', 'Neuroscience', 'Political science', 'Autonomy', 'Law']","['Richard M. Ryan', 'Edward L. Deci']",68,False,American Psychologist,[],0,99.99932863376972,0.37903363721272876,0.0,0.2653235460489101
"Self-determination theory and the facilitation of intrinsic motivation, social development, and well-being.",2000,https://doi.org/10.1037//0003-066x.55.1.68,23667,"Human beings can be proactive and engaged or, alternatively, passive and alienated, largely as a function of the social conditions in which they develop and function. Accordingly, research guided by self-determination theory has focused on the social-contextual conditions that facilitate versus forestall the natural processes of self-motivation and healthy psychological development. Specifically, factors have been examined that enhance versus undermine intrinsic motivation, self-regulation, and well-being. The findings have led to the postulate of three innate psychological needs--competence, autonomy, and relatedness--which when satisfied yield enhanced self-motivation and mental health and when thwarted lead to diminished motivation and well-being. Also considered is the significance of these psychological needs and processes within domains such as health care, education, work, sport, religion, and psychotherapy.","['Self-determination theory', 'Psychology', 'Autonomy', 'Competence (human resources)', 'Intrinsic motivation', 'Social psychology', 'Cognitive evaluation theory', 'Facilitation', 'Function (biology)', ""Maslow's hierarchy of needs"", 'Self-actualization', 'Evolutionary biology', 'Political science', 'Law', 'Biology', 'Neuroscience']","['Richard M. Ryan', 'Edward L. Deci']",160,False,American Psychologist,[],0,99.99865726753944,0.3113382532854493,0.0,0.21793677729981448
Computational methods in authorship attribution,2008,https://doi.org/10.1002/asi.20961,472,"Abstract Statistical authorship attribution has a long history, culminating in the use of modern machine learning classification methods. Nevertheless, most of this work suffers from the limitation of assuming a small closed set of candidate authors and essentially unlimited training text for each. Real‐life authorship attribution problems, however, typically fall short of this ideal. Thus, following detailed discussion of previous work, three scenarios are considered here for which solutions to the basic attribution problem are inadequate. In the first variant, the profiling problem, there is no candidate set at all; in this case, the challenge is to provide as much demographic or psychological information as possible about the author. In the second variant, the needle‐in‐a‐haystack problem, there are many thousands of candidates for each of whom we might have a very limited writing sample. In the third variant, the verification problem, there is no closed candidate set but there is one suspect; in this case, the challenge is to determine if the suspect is or is not the author. For each variant, it is shown how machine learning methods can be adapted to handle the special challenges of that variant.","['Haystack', 'Suspect', 'Authorship attribution', 'Attribution', 'Stylometry', 'Computer science', 'Set (abstract data type)', 'Profiling (computer programming)', 'Artificial intelligence', 'Machine learning', 'Natural language processing', 'Information retrieval', 'Data science', 'Psychology', 'Social psychology', 'Criminology', 'Programming language', 'Operating system']","['Moshe Koppel', 'Jonathan Schler', 'Shlomo Argamon']",114,True,Journal of the American Society for Information Science and Technology,[],2,99.10238335011748,0.0062091374297854425,0.6666666666666666,0.2043463962008498
The Evolution of Stylometry in Humanities Scholarship,1998,https://doi.org/10.1093/llc/13.3.111,471,"Journal Article The Evolution of Stylometry in Humanities Scholarship Get access DAVID I. HOLMES DAVID I. HOLMES The College of New JerseyUSA David I. Holmes, Department of Mathematics and Statistics. The College of New Jersey, PO Box 7718, Ewing, NJ 08628-0718, USA Search for other works by this author on: Oxford Academic Google Scholar Literary and Linguistic Computing, Volume 13, Issue 3, September 1998, Pages 111–117, https://doi.org/10.1093/llc/13.3.111 Published: 01 September 1998","['Scholarship', 'Digital humanities', 'Stylometry', 'History', 'Humanities', 'Art', 'Political science', 'Linguistics', 'Philosophy', 'Law']",['David I. Holmes'],0,False,Literary and Linguistic Computing,[],2,99.10171198388721,0.006195982477603694,0.6666666666666666,0.20433718773432258
The Federalist Revisited: New Directions in Authorship Attribution,1995,https://doi.org/10.1093/llc/10.2.111,274,"The Federalist Papers, twelve of which are claimed by both Alexander Hamilton and James Madison, have long been used as a testing-ground for authorship attribution techniques despite the fact that the styles of Hamilton and Madison are unusually similar. This paper assesses the value of three novel stylometric techniques by applying them to the Federalist problem. The techniques examined are a multivariate approach to vocabulary richness, analysis of the frequencies of occurrence of sets of common high-frequency words, and use of a machine-learning package based on a ‘genetic algorithm’ to seek relational expressions characterizing authorial styles. All three approaches produce encouraging results to what is acknowledged to be a difficult problem.","['Federalist', 'Stylometry', 'Computer science', 'Vocabulary', 'Value (mathematics)', 'Authorship attribution', 'Attribution', 'Artificial intelligence', 'Natural language processing', 'Linguistics', 'Psychology', 'Machine learning', 'Philosophy', 'Political science', 'Social psychology', 'Law', 'Politics']",['David I. Holmes'],0,False,Literary and Linguistic Computing,[],2,98.01913393756294,0.0036044568977991764,0.6666666666666666,0.2025231198284594
Neural network applications in stylometry: The Federalist Papers,1996,https://doi.org/10.1007/bf00054024,209,,"['Stylometry', 'Federalist', 'Popularity', 'Computer science', 'Artificial neural network', 'Subject matter', 'Subject (documents)', 'Artificial intelligence', 'Handwriting', 'Computational linguistics', 'Natural language processing', 'Data science', 'Political science', 'World Wide Web', 'Law', 'Politics', 'Curriculum']","['Fiona J. Tweedie', 'Sameer Singh', 'David I. Holmes']",28,False,Computers and the Humanities,[],2,97.13125209801947,0.0027493850059855033,0.6666666666666666,0.20192456950418983
Adversarial stylometry,2012,https://doi.org/10.1145/2382448.2382450,183,"The use of stylometry, authorship recognition through purely linguistic means, has contributed to literary, historical, and criminal investigation breakthroughs. Existing stylometry research assumes that authors have not attempted to disguise their linguistic writing style. We challenge this basic assumption of existing stylometry methodologies and present a new area of research: adversarial stylometry. Adversaries have a devastating effect on the robustness of existing classification methods. Our work presents a framework for creating adversarial passages including obfuscation , where a subject attempts to hide her identity, and imitation , where a subject attempts to frame another subject by imitating his writing style, and translation where original passages are obfuscated with machine translation services. This research demonstrates that manual circumvention methods work very well while automated translation methods are not effective. The obfuscation method reduces the techniques' effectiveness to the level of random guessing and the imitation attempts succeed up to 67% of the time depending on the stylometry technique used. These results are more significant given the fact that experimental subjects were unfamiliar with stylometry, were not professional writers, and spent little time on the attacks. This article also contributes to the field by using human subjects to empirically validate the claim of high accuracy for four current techniques (without adversaries). We have also compiled and released two corpora of adversarial stylometry texts to promote research in this field with a total of 57 unique authors. We argue that this field is important to a multidisciplinary approach to privacy, security, and anonymity.","['Stylometry', 'Computer science', 'Adversarial system', 'Obfuscation', 'Subject (documents)', 'Anonymity', 'Writing style', 'Field (mathematics)', 'Artificial intelligence', 'Natural language processing', 'Linguistics', 'Computer security', 'World Wide Web', 'Philosophy', 'Mathematics', 'Pure mathematics']","['Michael Brennan', 'Sadia Afroz', 'Rachel Greenstadt']",20,False,ACM Transactions on Information and System Security,"['Intel Corporation', 'Defense Advanced Research Projects Agency']",2,96.55320577374958,0.002407356249260034,0.6666666666666666,0.201685149374482
Neural Computation in Stylometry I: An Application to the Works of Shakespeare and Fletcher,1993,https://doi.org/10.1093/llc/8.4.203,145,"We consider the stylometric uses of a pattern recognition technique inspired by neurological research known as neural computation. This involves the training of so-called neural networks to classify data even in the presence of noise and non-linear interactions within data sets. We provide an introduction to this technique, and show how to tailor it to the needs of stylometry. Specifically, we show how to construct so-called multi-layer perceptron neural networks to investigate questions surrounding purported works of Shakespeare and Fletcher. The Double Falsehood and The London Prodigal are found to have strongly Fletcherian characteristics, Henry VIII strongly Shakespearian characteristics, and The Two Noble Kinsmen characteristics suggestive of collaboration.","['Stylometry', 'Artificial neural network', 'Computer science', 'Computation', 'Construct (python library)', 'Perceptron', 'Models of neural computation', 'Noise (video)', 'Artificial intelligence', 'Pattern recognition (psychology)', 'Machine learning', 'Algorithm', 'Image (mathematics)', 'Programming language']","['Robert Matthews', 'Thomas Merriam']",6,False,Literary and Linguistic Computing,[],2,95.4098690835851,0.0019074680663535787,0.6666666666666666,0.20133522764644748
